name,location,rooms,area,floor,type,price
"Baneasa Sisesti, amenajat, 2 parcari, sauna, view, ansamblu inchis","Bucuresti, zona Băneasa (Baneasa)",3,134, 2/4,Dec.,235.000
2 camere- finalizat-10 min Metrou Teclu  -Titan -Pallady,"Bucuresti, zona Theodor Pallady (Titan)",2,71.25, 8/11,Dec.,81.809
Apartament 2 camere zona Floreasca/ Compozitori,"Bucuresti, zona Floreasca",2,46, 1/3,Dec.,92.000
Vanzare Studio | Mogosoaia | ARBO,Mogosoaia,o,41.07, 2,Dec.,65.000
Apartament Penthouse Otopeni,Odăile,2,61, 3/3,Dec.,135.000
Berceni-Metrou Berceni-Apartament 2 camere,"Bucuresti, zona Berceni",2,47, 1/4,Nedec.,54.600
2 Camere Metrou Leonida Direct dezvoltator 0%,"Popesti-Leordeni, zona Central",2,54, 3/6,Semidec.,51.000
Apartament 2 camere+loc de parcare,"Bucuresti, zona Pipera",2,64.75, 2/4,Semidec.,115.000
PENTHOUSE DE 128 mpu CU 3 TERASE DE 172 mp LAGUNA RESIDENCE,"Bucuresti, zona Barbu Văcărescu (Floreasca)",3,128, 7/7,Dec.,414.000
Apartament 4 camere de vanzare in Sos. Nordului - Herastrau,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",4,179, 4/6,Semidec.,600.000
Dezvoltator Apartament 2 camere pe malul lacului Straulesti,"Bucuresti, Sector 1, zona Sisesti (Baneasa)",2,52.98, 2/3,Dec.,105.000
"Penthouse de lux, 4 camere, Terasa de 224mp,Vedere libera","Bucuresti, zona Baneasa",4,170, 5/5,Dec.,499.000
Dezvoltator Apartament 2 camere Colentina Decomandat,"Bucuresti, Sector 2, zona Colentina",2,52,Parter/8,Dec.,97.900
Garsoniera decomandata Postalionului Parcare,"Bucuresti, Sector 4, zona Berceni",o,35, 1/3,Dec.,45.500
Apartament 3 camere | Herastrau | Finisaje Premium | 100 mp,"Bucuresti, zona Herăstrău (Herastrau)",3,84, 1/5,Dec.,239.000
Dynamic City  | Apartament 2 camere | Complet mobilat | Parcare subterana,"Bucuresti, Sector 2, zona Floreasca",2,65.52, 5/9,Dec.,210.000
"Dezvoltator Apartament 2 camere, in ansamblul Encore Residence, tva inclus","Bucuresti, zona Ghencea",2,44, 2/3, 2/3,48.000
Vanzare Garsoniera Militari,"Bucuresti, zona Militari",o,30,Parter/4,Dec.,35.000
Bd. Decebal/Apartament 3 camere/Parcare subterana,"Bucuresti, zona Decebal",3,97.36, 5/8,Dec.,199.000
Apartament cu 3 camere de vanzare in zona Doamna Ghica,"Bucuresti, zona Doamna Ghica (Colentina)",3,79.54, 4/4,Dec.,105.000
"Apartament 3 camere, Otopeni","Otopeni, zona Central",3,109, 3/3,Semidec.,469.460
Apartament 4 camere generos | 120 mp utili | Zona Herastrau,"Bucuresti, zona Herăstrău (Herastrau)",4,119.87, 1/4,Dec.,360.000
Belvedere | 2 Camere | Decomandat | Bucatarie Inchisa | Comision 0%,"Bucuresti, zona Crângasi (Crangasi)",2,57, 1/3,Dec.,104.761
Brancoveanu metrou bloc mixt,"Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",o,35, 8/8,Dec.,53.999
"Apartament 3 Camere Superb, Terasa de 30 mp, Mobilat si Utilat","Bucuresti, zona Calea Călărasilor (Calea Calarasilor)",3,75, 1/6,Dec.,218.000
COD E19940 - Apartament 2 camere - VEDERE PARCUL TINERETULUI - Strada Pridvorulu,"Bucuresti, zona Tineretului",2,50, 4/4,Dec.,94.000
Apartament 3 camere semidecomandat strada Fizicienilor,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan)",3,70, 2/8,Semidec.,113.000
Apartament 2 Camere Open Space | Bloc 2022 Finalizat | Herastrau - Sos Nordului,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",2,51,Parter/5,Semidec.,145.000
Apartament 3 Camere Soseaua Salaj | Confort Urban Residence,"Bucuresti, zona Sălaj (Rahova)",3,49.13, 5/6,Semidec.,82.995
Apartament 4 camere | Zona Herastrau,"Bucuresti, zona Herăstrău (Herastrau)",4,102.8, 3/5,Dec.,370.000
Apart 3 cam  compartiment deosebit | Calea Vitan-Mihai Bravu |2 Bai | 1982,"Bucuresti, Sector 3, zona Vitan",3,66, 6/10,Semidec.,105.000
Metrou Berceni- 5 minute de metrou,"Bucuresti, Sector 4, zona Berceni",o,41, 1/6,Dec.,39.000
Vanzare 4 camere Unirii- Sfanta Vineri.,"Bucuresti, zona Unirii",4,106, 2/8,Dec.,240.000
2 camere- finalizat-10 min Metrou Nicolae Teclu  -Titan -Pallady,"Bucuresti, zona Theodor Pallady (Titan)",2,75.95, 10/11,Dec.,81.809
Garsoniera Titan - Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",o,42.86, 3/10,Dec.,53.065
"Apartament 2 camere Proiect Nou,Pollux Residence Militari","Bucuresti, Sector 6, zona Uverturii (Militari)",2,53, 1/8,Dec.,50.350
APARTAMENT 2 CAMERE | REGIE RESIDENCE | POLITEHNICA,"Bucuresti, Sector 6, zona Grozăvesti (Militari)",2,51, 8/11,Dec.,112.000
"PRET MIC, APARTAMENT 2 CAMERE, DIRECT PROPRIETAR, COMIS 0%","Bucuresti, zona 13 Septembrie",2,48.97,Parter/8,Dec.,62.000
"Apartament 3 camere, etaj intermediar, 61 mp, zona Baba Novac","Bucuresti, zona Baba Novac (Titan)",3,61, 5/10,Semidec.,93.000
Dezvoltator Apartament/Studiu Dublu,Bragadiru,2,44, 2/3,Dec.,47.300
"Vanzare studio Lux et. 3 /4 in bloc eco 2022 cu lift, zona Loft Green Mogosoaia",Mogosoaia,o,36, 3/4,Semidec.,84.990
HIGHEST PENTHOUSE IN ROMANIA - SPECTACULAR VIEWS - FOR SALE NOW!,"Bucuresti, Sector 3, zona Mihai Bravu",5,301, 25,Dec.,1.300.000
"Tei, Petricani- zona noua, vanzare duplex- 3 camere+ terasa, imobil 2007,","Bucuresti, Sector 2, zona Tei",4,303, 3/4,Semidec.,495.000
Parc Moghioros 3 camere-Str Brasov.,"Bucuresti, Sector 6, zona Drumul Taberei",3,61, 8/10,Circular,75.000
Apartament 2 Camere Dimitrie Cantemir - Unirii - Tineretului,"Bucuresti, zona Unirii",2,45, 7/7,Semidec.,92.900
"Apartament 3 camere, BUCURESTI SECTORUL 6","Bucuresti, Sector 6, zona Prelungirea Ghencea (Ghencea)",3,79.07, 4/4,Semidec.,276.274
"Universitate - Unirii, apt spatios, luminos","Bucuresti, Sector 2, zona Universitate (Ultracentral)",4,93.5, 2/2,Semidec.,155.000
Penthouse ONE HERASTRAU PLAZA - Park View,"Bucuresti, zona Nordului (Herastrau)",5,240, 9/9,Semidec.,1.488.000
"Apartament 2 Camere, Finisaje Lux, Comision 0%","Bucuresti, Sector 4, zona Brancoveanu (Berceni)",2,60, 1/7,Dec.,72.000
Garsoniera cu gradina Pipera Tunari Comision Zero,Tunari,o,34.5,Parter/2,Dec.,47.400
Vanzare Apartament | 2 Camere | Floreasca,"Bucuresti, zona Floreasca",2,53, 5/10,Dec.,124.000
INVESTITIE - Apartament - 3 camere - Cora - Lujerului,"Bucuresti, zona Lujerului (Militari)",3,63, 9/9,Dec.,78.500
PIATA MUNCII - Apartament 3 camere | Mobilat | Utilat,"Bucuresti, Sector 3, zona P-ţa Muncii (Muncii)",3,67, 2/5,Dec.,199.900
SUPER OFERTA! Apartament 2 cam.+curte 100 mp - Siena Residence - Biruintei nr.33,"Popesti-Leordeni, zona Sud",2,55,Parter/3,Dec.,80.100
2 camere | Dorobanti  Floreasca | Perla | Mobilat- Renovat,"Bucuresti, zona Dorobanti",2,40, 9/11,Dec.,93.000
"Apartament 1 Camera - Parcul Carol - Tineretului Metrou, Finisaje Premium","Bucuresti, Sector 4, zona Parcul Carol",o,32,Parter/3,Dec.,82.900
APARTAMENT EXCLUSIVIST PACHE PROTOPOPESCU,"Bucuresti, zona Ultracentral",3,90, 7/8,Dec.,199.998
Apartament 2 camere Herastrau,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",2,53.2, 1,Semidec.,160.000
"Apartament spatios, bloc nou 2017 apropiere statia de metrou Aurel Vlaicu","Bucuresti, Sector 1, zona Aviatiei",2,80, 5/7,Dec.,166.200
"Vanzare apartament 3 camere, Pipera","Bucuresti, zona Pipera",3,107, 2/4,Semidec.,187.500
VANZARE APARTAMENT LUX HERASTRAU/MOBILAT/VEDERE LIBERA LA PARC,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",3,123, 4/6, 4/6,495.000
"2 camere, vitan, stadion olimpia","Bucuresti, zona Dristor",2,54, 7/8,Dec.,114.000
"0% | Apartament 3 camere decomandat , 123 mp, 2 balcoane | zona Unirii","Bucuresti, zona P-ţa Unirii (Unirii)",3,110.27,Parter/8,Dec.,215.000
"DRUMUL TABEREI, 4 CAMERE, 118MP + 90MP CURTE PROPRIE, FINISAT LA CHEIE","Bucuresti, zona Drumul Taberei",4,118,Parter/6,Dec.,189.100
Apartament 2 camere Berceni Aparatorii Patriei,"Bucuresti, zona Aparatorii Patriei (Berceni)",2,47.19, 7/8,Dec.,67.000
Apartament de vanzare 2 camere in Cartierul Latin Prelungirea Ghencea,"Bucuresti, zona Prelungirea Ghencea (Ghencea)",2,50, 2/8,Dec.,57.000
Apartament nou premium 2 camere Colentina,"Bucuresti, zona Fundeni (Colentina)",2,66, 2/3,Dec.,95.000
"Apartament 4 camere cu terasa spatioasa, la doar 5min de rond OMV","Bucuresti, zona Pipera",4,108, 7/7,Dec.,270.000
Apartament 4 camere 200mp Soseaua Nordului comision 0%,"Bucuresti, Sector 1, zona Nordului (Herastrau)",4,180, 4/6,Dec.,600.000
Apartament 3 camere (hol H) Zona Metrou C-tin Brancoveanu,"Bucuresti, zona Brâncoveanu (Berceni)",3,76, 8/8,Dec.,105.000
"Vanzare apartament 3 camere, Dr.Taberei, Prel.Ghencea","Bucuresti, zona Drumul Taberei",3,69, 7/10,Dec.,75.000
CARREFOUR ORHIDEEA / VEDERE PANORAMICA / TERASA / CENTRALA PROPRIE,"Bucuresti, zona Grozăvesti (Militari)",2,54.5, 9/11,Dec.,114.750
"Apartament vedere superba| 2 camere, 2 bai lux|Floreasca Residence!!","Bucuresti, Sector 2, zona Floreasca",2,77.29, 2/10,Nedec.,207.625
"militari,lujerului,vis a vis de Cora,","Bucuresti, Sector 6, zona Lujerului (Militari)",4,87, 2/15,Dec.,115.000
* OFERTA PRE SALES | Lead Grigorescu 103 Ap 2 cam A2 H,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan)",2,41, 5/5,Dec.,80.500
"2 CAMERE, bucatarie inchisa, CENTRALA PROPRIE, BLOC NOU","Bucuresti, zona Drumul Taberei",2,55, 8/11,Dec.,74.285
2 camere mobilat si utilat Brancoveanu - Huedin Center,"Bucuresti, zona Brâncoveanu (Berceni)",2,44, 8/10,Dec.,50.000
Apartament Mobilat-Utilat-Parcare Bonus,"Bucuresti, zona Prelungirea Ghencea (Ghencea)",3,91, 6/9,Dec.,110.000
"Apartament 2CAM+TERASA, Stc=75mp","Bucuresti, zona Sisesti (Baneasa)",2,63, 3/5,Dec.,105.500
COD E15937 - 3 CAMERE -MOBILAT SI UTILAT - BULEVARDUL DECEBAL,"Bucuresti, zona Decebal",3,79, 7/8,Dec.,175.000
Garsoniera confort 1 Metrou Titan (5min) Bd.Brancusi - Potcoava - 31mp,"Bucuresti, zona Titan",o,32, 10/10,Semidec.,40.000
Apartament decomandat 4 camere- Bld 1 Mai/ Drumul Taberei,"Bucuresti, zona Drumul Taberei",4,81, 6/10,Dec.,112.000
Apartament 2 camere_finalizat_Parcul Teilor!,"Bucuresti, zona 1 Decembrie 1918 (Titan)",2,53.11, 5/7,Dec.,69.990
"Apartament 3 camere, centrala proprie, Policlinica Titan, Parc Titanii","Bucuresti, zona Titan",3,60, 4/4,Dec.,107.000
Vanzare apartament 3 camere Mihai Bravu,"Bucuresti, zona Mihai Bravu",3,63, 5/10,Semidec.,81.900
Apartament cu 3 camere ***Fully Furnished*** / 1 parking / Floreasca - Lake View,"Bucuresti, zona Floreasca",3,75, 9/10,Dec.,280.000
Duplex parter P+1 + curte cu 165 mp de vanzare in zona SISESTI,"Bucuresti, zona Sisesti (Baneasa)",4,144.85,Parter/4,Dec.,235.000
Apartament 2 camere in bloc interbelic,"Bucuresti, zona Cismigiu (Ultracentral)",2,109, 1/4,Dec.,200.001
"2 camere decomandat, imobil nou finalizat, finisaje premium, metrou Berceni","Popesti-Leordeni, zona Sud",2,57, 6/7,Dec.,71.500
Irisa Residence - Apartamente de vanzare - Piata Victoriei- Direct dezvoltator,"Bucuresti, zona Banu Manta (1 Mai)",2,115, 3/5,Dec.,273.500
Apartament doua camere sector 5 Bucuresti,"Bucuresti, Sector 5, zona Rahova",2,48, 2/8, 2/8,62.000
"Apartament 3 camere semidecomandate, renovate, 75mp, Baba Novac - Ghe.Petrascu","Bucuresti, zona Baba Novac (Titan)",3,64, 8/10,Dec.,94.000
POEM Residence Pallady - Predeare in Martie 2023,"Bucuresti, Sector 3, zona Theodor Pallady (Titan)",3,90,Parter/4,Dec.,110.000
Duplex Ultracentral zona Unirii,"Bucuresti, Sector 2, zona Unirii",4,192, 6/7,Dec.,625.000
Apartament 3 camere premium | Agora | Floreasca View,"Bucuresti, zona Floreasca",3,75, 3/4,Dec.,250.000
Empire Residence | 2 camere 66 mp | metrou 1 Decembrie 1918 la 1 km | Finalizat!,"Bucuresti, zona Nicolae Grigorescu (Titan)",2,66.59, 3/6,Dec.,91.955
COD E18112 - 3 CAMERE-PIPERA-PARCARE SUBTERAN-INSIEME REZIDENTIALE,"Bucuresti, zona Pipera",3,91.5, 2/5,Semidec.,187.490
Ideal investitie Apartament 2 camere Titan Auchan - Incalzire in pardoseala,"Bucuresti, zona Titan",2,57.46, 3/11,Semidec.,67.568
* OFERTA PRE SALES | Lead Grigorescu 103 Ap 2 cam A2 A,"Bucuresti, Sector 3, zona Nicolae Grigorescu (Titan)",2,48, 1/5,Dec.,85.700
COD E17278 - Apartament 3 camere - zona FIZICIENILOR,"Bucuresti, zona Fizicienilor (Titan)",3,64, 7/8,Semidec.,95.000
Apartament / Birou cu 2 boxe in zona Dorobanti / Floreasca / Stefan cel Mare,"Bucuresti, zona Dorobanţi (Dorobanti)",2,77,Parter/8,Dec.,162.500
REA1008230 Duplex 4 camere cu curte proprie proiect nou Herastrau,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",4,129,Parter/4,Dec.,399.000
Apartament Nicolae Titulescu| Banu Manta | Vedere pe spate,"Bucuresti, zona Banu Manta (1 Mai)",3,70, 1/11,Dec.,135.000
"Apartament 2 camere, semidecomandat, 54mp, zona Liviu Rebreanu","Bucuresti, zona Liviu Rebreanu (Titan)",2,54, 10/10,Semidec.,65.000
Apartament 2 camere Dristor Metrou,"Bucuresti, zona Dristor",2,54, 6/10,Dec.,83.500
MIHAI BRAVU - MUNCII - BABA NOVAC,"Bucuresti, Sector 3, zona Mihai Bravu",o,34, 7/10,Dec.,82.500
2 Camere 2 Bai Belvedere TVA 5% | OFERTA | Metrou 7 minute,"Bucuresti, zona Barbu Văcărescu (Floreasca)",2,50, 2/11,Semidec.,118.000
"Herastrau-Nordului, apartament cu 3 camere de vanzare, 237 mp construiti","Bucuresti, zona Herăstrău (Herastrau)",3,180,Parter,Dec.,470.000
3 camere | 2 Bai | FINALIZAT | Vedere Lacul Tei | Floreasca,"Bucuresti, Sector 2, zona Floreasca",3,79, 4/10,Dec.,181.000
"Vanzare garsoniera Tei, complet renovata si mobilata","Bucuresti, zona Tei",o,38, 7/10,Semidec.,59.900
Apartament cu 2 camere de vanzare in zona Vatra Luminoasa,"Bucuresti, zona Vatra Luminoasă (Vatra Luminoasa)",2,46, 10/10,Dec.,97.000
OFERTA 2 Camere Belvedere Residence | Finalizat | Tur Virtual,"Bucuresti, zona Barbu Văcărescu (Floreasca)",2,53, 8/11,Semidec.,112.000
Apartament 2 camere-Pallady-Metrou Nicolae Teclu,"Bucuresti, zona Theodor Pallady (Titan)",2,58.98, 1/3,Dec.,61.789
Vanzare garsoniera Turda Ion Mihalache,"Bucuresti, zona 1 Mai",o,32, 1/10,Semidec.,56.990
FINALIZAT Garsoniera cu gradina Theodor Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",o,112.5, 1/8,Dec.,57.723
Apartament 4 camere | Două terase | Priveliște spre Lacul Floreasca |,"Bucuresti, Sector 2, zona Floreasca",4,130.68, 2/4,Dec.,635.500
Best Deal | Apartament 3 Camere | Colentina | 85 mp,"Bucuresti, zona Colentina",3,80, 5/10,Dec.,130.000
"Apartament Mobilat si Utilat | Apusului, Militari","Bucuresti, zona Apusului (Militari)",2,51, 3/9,Dec.,64.900
Apartament cu 2 camere in zona Baneasa - Horia Macelariu,"Bucuresti, zona Baneasa",2,52.41,Parter/4,Dec.,101.000
2 CAMERE PAJURA PARTER /4 DGITL SECTOR 1 SCOALA 178,"Bucuresti, zona Pajura (Bucurestii Noi)",2,46,Parter/4,Semidec.,58.000
REA1004084 2 camere PROIECT NOU HERASTRAU- CARTIERUL FRANCEZ,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",2,53.46,Parter/4,Dec.,159.088
"Apartament 4 camere/Birou Universitate-Biserica Armeneasca, fara risc/urgenta, r","Bucuresti, zona Universitate (Ultracentral)",4,112, 1/8,Dec.,153.900
Apartament 2 camere Aviatiei Park,"Bucuresti, zona Aviaţiei (Aviatiei)",2,45, 1/4,Dec.,160.000
Vanzare apartament 3 camere Dristor,"Bucuresti, Sector 3, zona Dristor",3,67, 10/10,Dec.,99.800
"Dezvoltator Sector 3 - HILS Pallady, 3 camere, dezvoltator, metrou Anghel Saligny","Bucuresti, Sector 3, zona Theodor Pallady (Titan)",2,56.28, 10/11,Semidec.,99.000
"Apartament 2 Camere Brancoveanu,mutare imediata,orice credit","Bucuresti, Sector 4, zona Berceni",2,37, 2,Semidec.,45.500
"Dezvoltator 53B Studio Dublu - Garsoniera Metrou Straulesti, Sisesti, Baneasa Nord","Bucuresti, zona Sisesti (Baneasa)",o,50, 5/6,Semidec.,74.900
Apartament 2 camere  -Titan -Pallady,"Bucuresti, zona Theodor Pallady (Titan)",2,52.1, 7/7,Dec.,65.619
Apartament 3 camere 4/8 bloc 1988 - str. Emil Botta - Bl. Unirii,"Bucuresti, zona Unirii",3,76, 4/8,Dec.,149.900
Apartament finalizat/ Parcare inclusa/ Bucataria inclusa/ Liber imediat,"Bucuresti, Sector 3, zona Mihai Bravu",2,55, 2/7,Dec.,83.000
"Herastrau Nord 4 cam, et 1din 4,semimobilat, garaj dublu, 166 mp","Bucuresti, zona Herăstrău (Herastrau)",4,166, 1,Dec.,357.000
"Dezvoltator Apartament 3 camere decomandat, priveliste spectaculoasa","Bucuresti, Sector 1, zona Domenii (1 Mai)",3,72, 4/12,Dec.,198.942
V2430 2 MIN METROU TINERETULUI I TIMPURI NOI I BLOC 84 I 3 camere,"Bucuresti, Sector 4, zona Tineretului",3,68, 5/8,Semidec.,140.000
"2 camere, decomandat,  centrala, BLOC NOU, METROU, Comision 0%","Bucuresti, zona Drumul Taberei",2,56, 8/11,Dec.,79.000
Vanzare 2 camere  Beller,"Bucuresti, Sector 1, zona Beller (Dorobanti)",2,54, 3/4,Semidec.,132.000
Penthouse Duplex with 3 Bedrooms | Herastrau | Luxury,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",4,173, 4/5,Dec.,670.000
Apartament 2 Camere Calea Mosilor - Eminescu,"Bucuresti, zona Mosilor (Mosilor)",2,53, 5/8,Semidec.,86.000
"proprietar,Ap.in finalizare, 2 camere mari, bucatarie inchisa, 10 min.metrou, Ti","Bucuresti, zona Theodor Pallady (Titan)",2,68.64, 5/10,Dec.,86.400
"Proprietar, Ap.in finalizare, 2 camere mari, bucatarie inchis, 10 min.metrou, Ti","Bucuresti, zona Theodor Pallady (Titan)",2,68.64, 5/10,Dec.,86.400
"Vand-inchiriez 2 CAMERE (sufragerie+bucatarie) pretabilFIRMA,  Piata Veteranilor","Bucuresti, zona Lujerului (Militari)",2,58,Parter/10,Dec.,85.000
"Proprietar. Ap.in finalizare, 2 camere mari, bucatarie inchisa, etajul 1, 10 min","Bucuresti, zona Theodor Pallady (Titan)",2,71.24, 1/10,Dec.,89.050
Apartament 4 camere de vanzare Rahova-Margeanului /Comision 0 !!!,"Bucuresti, Sector 5, zona Mărgeanului (Rahova)",4,98, 10/11,Semidec.,75.000
Vanzare Apartament 2 Camere - Bloc 2018 - Damaroaia,"Bucuresti, zona Dămăroaia (Bucurestii Noi)",2,53,Mansarda/3,Semidec.,85.000
"Apartament 4 camere, de vanzare, Bucuresti, AFI Cotroceni","Bucuresti, zona Drumul Taberei",4,88,Parter/8,Dec.,160.000
REA1007939 Apartament 3 camere de vanzare-Herastrau,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",3,85, 1/7,Semidec.,215.000
2 camere confort 1 brancoveanu huedin,"Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",2,50, 10/10,Dec.,59.999
"Triplex superb cu 5 camere, vedere Lacul Floreasca, 2 locuri parcare, 2 boxe","Bucuresti, zona Floreasca",5,174, 3/5,Dec.,550.000
Apartament  NOU 5+  camere / Vedere superba / 85 mp terase / 2 parcari,"Bucuresti, zona Grădina Icoanei (Dacia)",6,185, 7/7, 7/7,555.000
COD E12734 - APARTAMENT 4 CAMERE - PIATA DELFINULUI - DE RENOVAT,"Bucuresti, zona Chisinau (Pantelimon)",4,80, 11/12,Dec.,90.000
2 Camere Pipera+Loc de parcare,"Bucuresti, zona Pipera",2,64.75, 3/4,Semidec.,115.000
REA1009369 2 camere Complex SUN ROYAL VIEW- Direct dezvoltator,"Bucuresti, Sector 4, zona Berceni",2,61.68, 7/10,Dec.,100.130
COTROCENI IULIU MANIU 6r - 3 camere decomandat vedere parc,"Bucuresti, Sector 6, zona Politehnica (Militari)",3,88, 3/12,Dec.,191.904
"AP. 3 CAMERE + BOXA + LOC PARCARE, MUTARE IMEDIATA, COMIS 0%","Bucuresti, zona Pantelimon",3,84,Parter/5,Dec.,80.000
3 camere Piata Iancului cu centrala proprie-mobilat si utilat cu loc de parcare,"Bucuresti, zona Iancului",3,69.94, 6/12, 6/12,140.000
"Basarabia, metrou Costin Georgian DECOMANDAT, MOBILAT SI UTILAT, MERITA!","Bucuresti, Sector 2, zona Basarabia (Titan)",o,33, 5/8,Dec.,53.900
Vanzare penthouse cu terasa imensa de 234 mp Bucuresti Sector 1,"Bucuresti, zona Chitila (Bucurestii Noi)",3,120, 7/7,Dec.,185.000
Unirii Piața Alba Iulia,"Bucuresti, Sector 3, zona Decebal",o,41, 8/9,Dec.,83.500
"Vanzare ap. 3cam. etaj 8/10, bloc din 1984, reabilitat, zona Metrou Dristor","Bucuresti, Sector 3, zona Dristor",3,70, 8/10,Semidec.,121.000
Turda parc apartament 4 camere,"Bucuresti, zona Turda (1 Mai)",4,85, 9/10,Semidec.,159.000
"Bulevardul Ion Mihalache, Hotel Samaa, metrou 1 Mai","Bucuresti, Sector 1, zona 1 Mai",2,48, 2/8,Semidec.,79.500
"Astorium 2 camere premium, metrou Nicolae Teclu!","Bucuresti, zona Theodor Pallady (Titan)",2,56.68, 4/11,Dec.,89.500
"Aviaţiei , Herăstrău,Baneasa, Proprietar 80mp,bloc nou,rezidenţă sau office,","Bucuresti, zona Aviaţiei (Aviatiei)",2,80,Parter/5,Dec.,159.000
"Militari, zona Uverturii, str. Stupca 25, Lidl, 1 km metrou Gorjului","Bucuresti, Sector 6, zona Militari",3,86, 1/5,Dec.,110.000
For Sale Garsoniera  Plaza Residence Mall Plaza Metrou Lujerului,"Bucuresti, zona Drumul Taberei",o,38, 1/11,Dec.,77.000
"Parcul Morarilor - Garsoniera Sos Pantelimon, et 7/10","Bucuresti, Sector 2, zona Pantelimon",o,23, 7/10,Semidec.,38.000
"Apartament SUPERB cu 2 camere, mobilat, vedere frumoasa libera, terasa 20mp","Bucuresti, zona Herăstrău (Herastrau)",2,71, 8/11,Dec.,179.000
"Dezvoltator Oferta vanzare garsoniera-Titan Apartments, reduceri de primavara","Bucuresti, Sector 3, zona Titan",o,41.22,Parter/3,Dec.,53.586
Ap 2 Camere Decomandat - Metrou Dimitrie Leonida - Mobilat/Utilat - Parcare,"Popesti-Leordeni, zona Vest",2,64, 1/3,Dec.,77.500
Apartament 3 camere Rahova- Margeanului- Buzoieni.,"Bucuresti, zona Rahova",3,71, 4/9,Semidec.,87.000
REA1012884 Apartament 2 camere - Bucurestii Noi,"Bucuresti, Sector 1, zona Bucurestii Noi",2,45.41,Parter/2,Dec.,95.000
APARTAMENT 2 CAMERE TUNARI,Tunari,2,51, 1/3,Dec.,65.000
Apartament 2 Cam. Cartier Latin,"Bragadiru, zona Haliu",2,47,Parter/7,Semidec.,54.000
COD E18135 - Apartament 2 camere - DECOMANDAT - zona CRANGASI,"Bucuresti, zona Crângasi (Crangasi)",2,51, 4/8,Dec.,79.000
Vanzare apartament doua camere Chiajna Militari Residence,Chiajna,2,84,Parter/3,Dec.,81.000
"Apartament 2 camere Matei Voievod,Iancului, Muncii et. 6 50mp","Bucuresti, zona Iancului",2,47, 6/10,Semidec.,75.000
"Vand apartament 2 camereULTRALUX,zona Parcul Circului,Blv. Lacul Tei","Bucuresti, Sector 2, zona Lacul Tei (Tei)",2,55, 6/10,Semidec.,115.000
Apartament cu 2 camere de vanzare in zona Antiaeriana,"Bucuresti, Sector 5, zona Antiaeriană (Rahova)",2,56, 2/10,Dec.,105.000
COD E19946 - Apartament 3 camere - CENTRALA PROPRIE - zona TIMPURI NOI,"Bucuresti, zona Timpuri Noi (Tineretului)",3,78, 2/8,Dec.,186.000
Garsoniera Theodor Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",o,44.2, 7/10,Dec.,54.724
Apartament 2 camere | Zona Brâncoveanu,"Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",2,37,Parter/4,Semidec.,47.000
"Vanzare apartament 2 camere Teiul Doamnei, CU Centrala, mobilat si renovat","Bucuresti, zona Teiul Doamnei (Tei)",2,38, 10/10,Semidec.,79.990
"Apartament 4 Camere ,Lujerului , DECOMANDAT,
LIBER , ET.2 , 87MP","Bucuresti, Sector 6, zona Lujerului (Militari)",4,87, 2/10,Dec.,115.000
Apartament doua camere Sector 3,"Bucuresti, Sector 3, zona Basarabia (Titan)",2,58, 5/10, 5/10,85.000
"Metrou Berceni, 2 camere decomandat, bloc nou, Tva inclus","Bucuresti, Sector 4, zona Apărătorii Patriei (Berceni)",2,58, 5/6,Dec.,57.500
Apartament 4 camere de vanzare Calea Mosilor,"Bucuresti, Sector 2, zona Mosilor (Mosilor)",4,80, 4/8,Dec.,138.600
Apartament 2 camere Militari / Bd.Anul 1864 / +POD /Loc parcare inclus,"Bucuresti, zona Pacii (Militari)",2,48,Mansarda/3,Semidec.,65.000
Apartament 3 camere Nou cu terasa  + loc de parcare si boxa | Floreasca,"Bucuresti, zona Floreasca",3,73.3, 5/8,Dec.,305.000
Apartament 2 camere-Pallady-Metrou Nicolae Teclu,"Bucuresti, zona Theodor Pallady (Titan)",2,58.98, 2/3,Dec.,61.789
Apartament cu 3 camere  in zona Bd-ul Iuliu Maniu Apusului,"Bucuresti, zona Gorjului (Militari)",3,67, 9/10,Dec.,89.000
"Apartament 2 camere zona 13 Septembrie/Str. Sirenelor, premium, boxa, comision 0","Bucuresti, Sector 5, zona 13 Septembrie",2,53.79, 6/6,Semidec.,149.000
MiniHotel 6 garsoniere de LUX Intercontinental.,"Bucuresti, Sector 3, zona Universitate (Ultracentral)",6,145, 4/7,Dec.,340.000
