name,location,rooms,area,floor,type,price
FINALIZAT 3 camere  Titan - Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",3,93.2, 1/7,Dec.,106.219
Apartament 2 camere Obregia Stradal - Cultural cu loc de parcare ADPS4,"Bucuresti, zona Berceni",2,45, 4/9,Semidec.,80.000
2 Apartamente-BUSINESS LA CHEIE ULTRACENTRAL - RANDAMENT GARANTAT 10%,"Bucuresti, zona Rosetti (Ultracentral)",5,96, 3/4,Dec.,203.300
Metrou Nicolae Teclu; Apartament 2 camere spatios; Titan; Etaj intermediar,"Bucuresti, zona Ozana (Titan)",2,74, 1/5,Dec.,73.810
Apartament 3 camere Aviatiei 5 min metrou Centrala Propie,"Bucuresti, zona Aviatiei",3,70, 4/4,Dec.,137.000
"Apartament in vila, zona Salaj","Bucuresti, Sector 5, zona Salaj (Rahova)",2,37,Parter/2,Semidec.,46.500
Apartament de Vanzare 2 Camere Basarabia/Costin Georgian,"Bucuresti, zona Basarabia (Titan)",2,48, 8/10,Semidec.,77.000
Aparamen 2 camere-bloc nou-loc de parcare-Berceni,"Bucuresti, zona Berceni",2,58.37, 1/3,Dec.,79.999
Apartament 2 Camere Incalzire in Pardoseala Com. 0%  Ansamblu Nou Rahova,"Bucuresti, zona Rahova",2,48, 10/10,Dec.,64.800
"Apartament Titan, intersectia Basarabia cu Nicolae Grigorescu","Bucuresti, zona Titan",2,55, 2/10,Semidec.,64.450
Garsoniera Titan parc IOR,"Bucuresti, Sector 3, zona Titan",o,30, 2/10,Semidec.,42.950
Apartament 2 camere-Exigent Plaza-Lujerului,"Bucuresti, zona Timisoara (Drumul Taberei)",2,50, 2/11,Dec.,124.900
Apartament ultramodern 3 camere DRUMUL TABEREI | METROU BRANCUSI,"Bucuresti, zona Drumul Taberei",3,64, 1/10,Dec.,91.900
Iancu de Hunedoara- Dorobanti- Victoriei,"Bucuresti, zona Dorobanţi (Dorobanti)",3,62, 6/8,Semidec.,110.000
Apartament 2 camere | Cap. Misca Petre | Rahova,"Bucuresti, Sector 5, zona Rahova",2,60, 10/10,Dec.,54.000
Garsoniera  Tineretului| Renovata | Et 5/8 | Bloc Mixt 1984 | Mobilata-Utilata,"Bucuresti, Sector 4, zona Tineretului",o,29, 5/8,Dec.,63.900
"Apartament 2 camere, decomandat, etaj 3 I Theodor Pallady","Bucuresti, zona Theodor Pallady (Titan)",2,44, 3/11,Dec.,72.000
Apartament 4 camere / 2 bai / 83 mp,"Bucuresti, zona Costin Georgian (Titan)",4,83, 10/11,Dec.,94.500
Apartament de 3 camere oferit spre vanzare Tineretului-Trestiana,"Bucuresti, Sector 4, zona Tineretului",3,63, 6/10,Semidec.,115.000
"Apartament cu 2 camere tip studio, Viva Residence/Berceni, cu loc de parcare","Bucuresti, zona Berceni",2,38,Parter/4,Semidec.,59.000
Cod P15709 - Apartament 4 Camere Vedere Mixta Rahova-Dumbrava Noua,"Bucuresti, zona Rahova",4,94, 6/8,Semidec.,86.999
"Oferta -Apartament nou de vanzare 3 camere decomandat, Nerva Traian","Bucuresti, zona Nerva Traian (Unirii)",3,83, 5/6,Dec.,175.000
REA1007805 3 CAMERE- PREMIUM - AVIATIEI,"Bucuresti, Sector 1, zona Aviaţiei (Aviatiei)",3,70, 2/7,Dec.,289.000
Apartament 2 camere Marmura | 2022,"Bucuresti, zona Jiului (Bucurestii Noi)",2,42.36, 4/5,Semidec.,102.900
"Garsoniera decomandata, lux, bloc mixt Vatra Luminoasa","Bucuresti, zona Vatra Luminoasă (Vatra Luminoasa)",o,31, 3/10,Dec.,69.500
Duplex 2 camere The Suburb Buftea,"Buftea, zona Nord",2,67.65, 4/4,Dec.,"109.617,5"
Drumul Taberei- Bld.Timisoara,"Bucuresti, zona Drumul Taberei",4,84, 1/4,Dec.,119.900
Calea Grivitei- Metrou 1 Mai- Pta Chibrit,"Bucuresti, zona 1 Mai",2,54, 7/7,Semidec.,65.000
COMISION0%-Penthouse spectaculos Victoriei-Ultra Central,"Bucuresti, Sector 1, zona Ultracentral",5,317, 6/7,Dec.,955.420
FINALIZAT Garsoniera cu gradina Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",o,112.5, 1/8,Dec.,57.723
Piata Alba Iulia-Rond - bloc mixt - 40 mp - Unirii,"Bucuresti, zona Alba Iulia (Unirii)",o,39, 6/8,Dec.,77.000
Garsonieră de vânzare-Lakeview Residences Snagov/Dezvoltator Yapan Developments,Tâncăbesti,o,37, 2/2,Nedec.,64.000
Apartament de Vanzare 4 Camere Vitan,"Bucuresti, zona Vitan Mall (Vitan)",4,93, 7/8,Dec.,165.000
Apartament Bun Calea Vitan - Stadion Olimpia,"Bucuresti, Sector 3, zona Dristor",2,50, 5/8,Dec.,79.000
Luxury apartament | 3 rooms | Lighthouse | Herastrau,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",3,105, 5/6,Dec.,450.000
Apartament 4 camere Titan Prevederii Comision 0,"Bucuresti, zona Titan",4,84, 6/8,Dec.,134.000
"Apartament 2 camere, metrou Berceni, finalizat","Bucuresti, Sector 4, zona Berceni",2,55, 3/4,Dec.,61.500
"Spatiu de VANZARE, posibilitate compartimentare 3 APARTAMENTE l H147","Bucuresti, Sector 2, zona Armeneasca (Dacia)",6,237, 2/3,Semidec.,370.000
"*Iuliu Maniu-Metrou Pacii_Apartament 2 camere,decomandat,finisaje la alegere*","Bucuresti, Sector 6, zona Militari",2,50, 1/4,Dec.,76.000
Apartament 3 Camere Delta Vacaresti Parc Tineretului 10' Metrou Nou,"Bucuresti, zona Văcăresti (Tineretului)",3,74,Parter/11,Semidec.,146.000
Duplex 3 camere The Suburb Buftea,"Buftea, zona Nord",3,83.02, 4/4,Dec.,126.175
OPORTUNITATE ! Apartament 5 camere 121mp Piata UNIRII bloc 1990,"Bucuresti, zona Unirii",4,110, 6/7,Dec.,249.000
Apartament 3 camere Lujeruluide vanzare,"Bucuresti, zona Lujerului (Militari)",3,72, 4/8,Dec.,97.000
Vanzare Apartament 2 camere Decomandat Mobilat si Utilat,"Bucuresti, Sector 6, zona Militari",2,49, 1/4,Dec.,65.000
Apartament Stil Boutique - Vis a Vis de Padurea Baneasa,"Bucuresti, zona Băneasa (Baneasa)",3,76,Parter/3,Dec.,171.000
PROMO Apartament 3 camere decomandate Titan Sector 3,"Bucuresti, zona Theodor Pallady (Titan)",3,88, 1/4,Dec.,92.000
Metalurgiei Aparatorii Patriei apartament 2 camere,"Bucuresti, zona Apărătorii Patriei (Berceni)",2,45, 2/4,Dec.,61.500
Apartament 3 camere Obor,"Bucuresti, zona Obor (Colentina)",3,62, 5,Semidec.,81.500
"VANZARE 2 camere PIATA ROMANA, et. 2","Bucuresti, zona Ultracentral",2,51, 2/3,Semidec.,72.000
Apartament 2 camere utilat si mobilat - bloc nou,"Bucuresti, Sector 5, zona 13 Septembrie",2,56, 6/7,Dec.,150.000
VANZARE APARTAMENT 3 CAMERE NERVA TRAIAN ADIACENT,"Bucuresti, Sector 3, zona Nerva Traian (Unirii)",3,77, 3/8,Dec.,169.000
"Apartament cu 4 camere, zona Delfinului / Fundeni","Bucuresti, zona Pantelimon",4,80, 2/8,Semidec.,103.990
"Apartment 3 camere, finalizat, Onix Park North Residences","Voluntari, zona Nord",3,64, 4/10,Dec.,139.800
Apartament 2 Camere Incalzire in Pardoseala Ansamblu Nou Rahova,"Bucuresti, zona Rahova",2,49.5, 6/10, 6/10,66.900
"Apartament 2 camere, mobilat si utilat, Eroii Revolutiei","Bucuresti, Sector 4, zona Eroii Revolutiei (Berceni)",2,47, 6/7,Dec.,72.000
"Garsoniera spatioasa,Drumul Jilavei parc Tudor Arghezi","Bucuresti, Sector 4, zona Apărătorii Patriei (Berceni)",o,33, 3/4,Dec.,45.000
Apartament in Vila - Piata Latina- Mântuleasa,"Bucuresti, Sector 2, zona Ultracentral",2,55, 2/2,Semidec.,130.000
Apartament de 3 camere cu centrala proprie Titan Nicolae Grigorescu,"Bucuresti, zona Titan",3,62, 7/8,Dec.,86.900
2 APARTAMENTE IN VILA //PARCUL LUIGI CAZZAVILAN//TEREN 150MP,"Bucuresti, zona Ştirbei Vodă (Ultracentral)",10,225, 1/1,Semidec.,350.000
Calea Mosilor Obor vanzare Penthouse 155 mp parcare subterana,"Bucuresti, zona Mosilor (Mosilor)",3,155, 5/5,Dec.,280.000
VANZARE APARTAMENT 4 CAMERE PIATA VICTORIEI,"Bucuresti, Sector 1, zona P-ţa Victoriei (Ultracentral)",4,115, 4/4,Dec.,148.000
Garsoniera Decomandata Direct Dezvoltator,"Bucuresti, Sector 6, zona Militari",o,31, 2/7,Dec.,36.150
Unirii- 2 Camere LUX,"Bucuresti, Sector 3, zona Unirii",2,68, 4/8,Dec.,199.500
De vanzare | Apartament 4 camere mobilat utilat | Herastrau Expozitiei,"Bucuresti, zona Herăstrău (Herastrau)",4,91, 5/11,Dec.,290.000
VANZARE APARTAMENT 2 CAMERE ZONA TINERETULUI,"Bucuresti, Sector 4, zona Tineretului",2,59, 1/10,Dec.,117.000
Vand apartament 2 camere Calea Grivitei - Titulescu - Direct Proprietar,"Bucuresti, zona Titulescu (1 Mai)",2,50, 3/8,Semidec.,89.900
Apartament 2 Camere Transformat in 3 Camere Calea Calarasilor Hyperion,"Bucuresti, zona Calea Călărasilor (Calea Calarasilor)",2,55,Parter/8,Dec.,89.900
"Brancoveanu - metrou, bloc 1991, centrala proprie si loc parcare ADP","Bucuresti, Sector 4, zona Brancoveanu (Berceni)",3,64, 2/8,Semidec.,119.000
Apartament 2 camere Grozavesti de vanzare,"Bucuresti, zona Grozăvesti (Militari)",2,48, 8/11,Dec.,119.000
Vanzare apartament 2 camere Piata Romana,"Bucuresti, Sector 1, zona Romană (Ultracentral)",2,58, 6/8,Nedec.,108.000
Rahova,"Bucuresti, Sector 5, zona Rahova",2,50, 4/8,Dec.,62.000
Garsoniera Titan - Parcul Teilor - Metrou 1 Decembrie 1918,"Bucuresti, zona 1 Decembrie 1918 (Titan)",o,39.35, 1/5,Dec.,53.000
Vanzare garsoniera mobilata cu centrala bloc nou 3 min Lujerului,"Bucuresti, Sector 6, zona Lujerului (Militari)",o,45, 4,Dec.,
Apartament 2 camere complet mobilat utilat zona Pipera,"Bucuresti, zona Pipera",2,73, 1/3,Dec.,108.000
"Apartament 2 camere, decomandat, metrou Berceni","Bucuresti, Sector 4, zona Berceni",2,59, 3/6,Dec.,57.500
"Apartament 3 camere, 3min metrou Romancierilor, Drumul Taberei","Bucuresti, zona Drumul Taberei",3,65, 4/4,Semidec.,63.000
Apartament 2 camere - cochet - Titan - Parc- Metrou,"Bucuresti, zona Titan",2,33, 3/4,Dec.,59.800
"Vanzare apartament 3 camere Decebal, 8 minute de metrou","Bucuresti, Sector 3, zona Decebal",3,76, 3/8,Dec.,195.000
apartament 3 camere vis a vis Auchan Titan- Bd 1 Decembrie 1918,"Bucuresti, zona Titan",3,65, 4/4,Dec.,78.900
Apartament Superb 2 Camere Zona Unirii/Splaiul Unirii Bloc Nou,"Bucuresti, Sector 3, zona Unirii",2,51, 2/5,Dec.,135.000
Garsoniera Pipera - Citylights | bloc nou,"Voluntari, zona Central",o,40,Parter/8,Semidec.,75.000
"Prelungirea Ghencea-Bloc finalizat- 2 camere, finisaje premium, comision 0%","Bucuresti, zona Drumul Taberei",2,58, 1/4,Dec.,68.500
Cișmigiu - Vasile Sion - Investiție - Fără risc seismic (Preț Promoțional),"Bucuresti, Sector 1, zona Cismigiu (Ultracentral)",2,52, 8/8,Dec.,88.000
Vanzare apartament 2 camere Panduri,"Bucuresti, zona Panduri (13 Septembrie)",2,55,Parter/8,Dec.,112.500
Apartament 3 camere( 5 min de Metrou Crangasi - Bloc Reabilitat),"Bucuresti, zona Crângasi (Crangasi)",3,68, 3/8,Semidec.,84.900
"Apartament 3 camere Calea Calarasilor, Bloc Nou 2017, TUR VIDEO","Bucuresti, zona Calea Călărasilor (Calea Calarasilor)",3,103,Parter/6,Dec.,227.800
"Apartament nou 3 camere de lux + 1 mansarda, zona Aviatiei 133.5mp","Bucuresti, zona Aviaţiei (Aviatiei)",4,133.5, 2/2,Dec.,203.000
"Garsoniera decomandata, 34mp, bloc mixt, Parcul Florilor","Bucuresti, zona Pantelimon",o,34, 10/11,Dec.,43.000
Baneasa Sisesti vanzare 3 camere,"Bucuresti, zona Sisesti (Baneasa)",2,56, 3/3,Dec.,125.000
Locuinta cu 2 camere in Ansamblul ComoPark situat pe Sos. Virtutii !,"Bucuresti, zona Crângasi (Crangasi)",2,54, 3/11,Dec.,73.500
Garsoniera 41mp- bloc nou- metrou Berceni,"Bucuresti, Sector 4, zona Berceni",o,41, 2/6,Dec.,41.500
"Dristor, 10 minute metrou si parc IOR,","Bucuresti, Sector 3, zona Dristor",o,36, 3/4,Dec.,63.000
"Militari-Gorjului, bloc nou, 2 camere, decomandat, etaj 2/4, 56mp, S-E","Bucuresti, zona Gorjului (Militari)",2,56, 2/4,Dec.,81.428
Apartament cu 3 camere Giurgiului- Drumul Gazarului,"Bucuresti, zona Giurgiului",3,70.51, 9/10,Dec.,62.000
Garsonieră De Lux - Finalizat - Promotie - ideal investitie,"Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",o,40, 8/8,Dec.,45.000
Padurea Baneasa 4 camere lux Jandarmeriei,"Bucuresti, Sector 1, zona Băneasa (Baneasa)",4,169, 2/6,Dec.,483.000
2 camere Titan - Th. Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",2,59.58,Parter/3,Dec.,62.417
"Lacul Tei - Otesani, etaj 3, decomandat","Bucuresti, Sector 2, zona Lacul Tei (Tei)",2,48, 3/8,Dec.,76.000
Spitalul Colentina*Bloc 1980 reabilitat termic*etaj 4/10*Modern mobilat/utilat,"Bucuresti, zona Ştefan cel Mare (Stefan Cel Mare)",2,56, 4/10,Semidec.,98.500
Apartament renovat +loc parcare,"Bucuresti, Sector 4, zona Olteniţei (Berceni)",3,67, 2/8,Semidec.,119.900
Apartament 2 camere Onyx Park North Residence,"Bucuresti, zona Aviaţiei (Aviatiei)",2,55, 4/11,Dec.,112.900
Apartament 3 camere Nicolae Grigorescu - 5 minute fata de metrou,"Bucuresti, zona Titan",3,63, 2/8,Semidec.,98.900
ONE MIRCEA ELIADE | STUDIO APARTMENT,"Bucuresti, Sector 1, zona Floreasca",2,50.5, 7/20,Dec.,235.000
"Apartament cu 2 camere 79,67 mp - Asmita Gardens","Bucuresti, zona Vacaresti (Tineretului)",2,55.29, 18/25,Dec.,158.200
Obor-Mosilor vanzare 3 camere,"Bucuresti, zona Obor (Colentina)",3,72,Parter/8,Semidec.,107.900
Apartament 3 Camere Titan Parc IOR Necesita Renovare,"Bucuresti, Sector 3, zona Titan",3,60, 9/10,Circular,74.000
Apartament 4 camere - Delta city - Mutare rapida - Mihai Bravu,"Bucuresti, Sector 4, zona Tineretului",4,91, 5/10,Dec.,195.000
Apartament lux 3 camere Pipera + loc parcare subterana,"Bucuresti, zona Pipera",3,121, 1/8,Dec.,205.000
Pajura-Baiculesti,"Bucuresti, zona Pajura (Bucurestii Noi)",2,48,Parter/10,Semidec.,69.800
Locuinta cu 2 camere in Ansamblul ComoPark situat pe Sos. Virtutii !,"Bucuresti, zona Crângasi (Crangasi)",2,71, 4/11,Dec.,92.000
"Comision vanzare 0%
Vanzare Garsoniera Pantelimon/Mega Mall","Bucuresti, Sector 2, zona Pantelimon",o,37, 12/14,Semidec.,47.900
Studio The Suburb Buftea,"Buftea, zona Nord",o,44.8, 1/4,Dec.,58.798
ID 1167 - Apartament 3 camere | DECOMANDAT SI RENOVAT | Dristor - Vitan,"Bucuresti, zona Vitan",3,69, 9/10,Dec.,79.900
Timpuri Noi  metrou SUPER OFERTA 2 CAMERE,"Bucuresti, Sector 4, zona Văcăresti (Tineretului)",2,64.6, 3/5,Semidec.,126.400
"*Militari-Metrou_Garsoniera superba,decomandata,finisaje la alegere,in oferta*","Bucuresti, Sector 6, zona Militari",o,41, 1/4,Dec.,65.000
Dezvoltator 3 camere 100mpc in iResidence - terasa 17mp - parc 1.5 ha - piscina - spa,"Bucuresti, zona Aviatiei",3,87, 3/9,Dec.,164.500
SUPER DEAL ll Apartament 2 camere ll Victoriei - Ultracentral,"Bucuresti, Sector 1, zona P-ţa Victoriei (Ultracentral)",2,75, 1/7,Dec.,235.000
P-ta Romana 3 camere,"Bucuresti, zona P-ţa Romană (Ultracentral)",3,64, 8/9,Dec.,150.000
"Unirii-Piata Alba Iulia-Bloc nou-centrala proprie, TUR VIDEO","Bucuresti, zona P-ţa Alba Iulia (Unirii)",2,54, 1/7,Dec.,114.000
Apartament 2 camere | Luxury | Pipera,"Bucuresti, zona Pipera",2,53, 1/3,Dec.,137.500
Penthouse / Apartament 5 cam / 2 loc parc / etj 3 si 4 /Herastrau Aviatiei Nord,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",5,190, 4/4,Dec.,579.999
Vacaresti -  str Martisor - Parc - 3 camere - 2 boxe- 2 parcari acoperite,"Bucuresti, zona Vacaresti (Tineretului)",3,52, 2/4,Dec.,205.000
"4 Camere Tineretului , Et.6/8 , DEC , 2BAI CU GEAM , 2BALCOANE , METROU","Bucuresti, Sector 4, zona Tineretului",3,65, 6/8,Dec.,138.000
Apartament 2 camere zona Drumul Taberei,"Bucuresti, zona Drumul Taberei",2,57, 9/10,Dec.,69.000
GARSONIERA 3/12 BLOC MIXT 2012 PARC- METROU BLOC IMPECABIL CENTRALA TERMICA,"Bucuresti, zona Vacaresti (Tineretului)",o,41, 3/10,Dec.,85.900
Leordeni-Agnes VII-Apartament de 2 camere decomandat,"Popesti-Leordeni, zona Sud",2,51, 2/2,Dec.,59.000
Decebal | Unirii | Mobilat | Utilat | Bloc Nou | Deosebit,"Bucuresti, Sector 3, zona Unirii",3,72, 1/4,Semidec.,217.000
UpLake | Apartamente cu vedere la Lac !,Chitila,2,56, 1/3,Dec.,105.000
4 camere Dna Ghica-Terasa,"Bucuresti, zona Colentina",4,90.1, 8/8,Dec.,107.000
Confort City*Etaj 7/11*Splaiul Unirii 9*Popesti,"Bucuresti, zona Vitan-Bârzesti (Berceni)",o,37, 7/11,Dec.,39.000
Dristor - Baba Novac ap 2 camere- 5 minute metrou,"Bucuresti, zona Baba Novac (Titan)",2,52, 6/9,Semidec.,69.900
"Titan(Auchan)-Vanzare 3 camere renovat, anvelopat cu vedere mixta","Bucuresti, zona Titan",3,62, 3/4,Semidec.,81.000
Com. 0% Apartament 2 Camere Incalzire in Pardoseala Ansamblu Nou Rahova,"Bucuresti, zona Rahova",2,57, 9/10,Dec.,77.000
3 camere Bd. Chisinau,"Bucuresti, zona Chisinau (Pantelimon)",3,71, 8/10,Dec.,99.000
Apartament 2 camere | Blv Pipera | New Deal,"Bucuresti, zona Pipera",2,60, 1/4,Dec.,96.000
"1 Decembrie 1918,","Bucuresti, Sector 3, zona 1 Decembrie 1918 (Titan)",3,68, 5,Dec.,85.000
Apartament 3 camere lux incalzire pardoseala Plaza Mall,"Bucuresti, zona Timisoara (Drumul Taberei)",3,63.18, 1/5,Dec.,136.190
VANZARE 3 CAMERE 13 SEPTEMBRIE-ADIACENT,"Bucuresti, Sector 5, zona 13 Septembrie",3,78, 7/8,Dec.,107.000
"Penthouse 5 camere Dristor, New Town Lux, TUR VIRTUAL&amp;VIDEO","Bucuresti, zona Dristor",5,252, 11/12,Dec.,660.000
Domenii apartament in bloc nou la cheie,"Bucuresti, Sector 1, zona Domenii (1 Mai)",2,55.07, 2/7,Dec.,168.000
"3 camere Sisesti, priveliste superba, ,decomandat,terasa 25 mp","Bucuresti, Sector 1, zona Sisesti (Baneasa)",3,105, 4/5,Dec.,210.000
"Atomistilor, Avras Residence de vanzare garsoniera decomandata, parter!","Măgurele, zona Central",o,42,Parter/3,Dec.,45.000
"VANZARE 2 camere Prelungirea Ghencea, str. Alunului, parcare, lift","Bucuresti, zona Prelungirea Ghencea (Ghencea)",2,43, 3/4,Dec.,50.000
"Vanzare Apartament 3 Camere Basarabia - Scoala Gimnaziala nr. 16, 74.900 euro","Bucuresti, Sector 3, zona Titan",3,54, 2/4,Semidec.,74.900
Apartament 3 camere Obor-Mihai Bravu-Liceul Iulia Hasdeu-3 minute de Metrou,"Bucuresti, Sector 2, zona Obor (Colentina)",3,58, 5/10,Semidec.,79.999
Vanzare apartament 2 camere Nicolae Teclu - gata de mutare,"Bucuresti, zona Theodor Pallady (Titan)",2,69, 5/11,Dec.,86.000
"Apartament 4 camere, 79 mp, decomandat, Doamna Ghica","Bucuresti, zona Doamna Ghica (Colentina)",4,79,Parter/10,Dec.,130.000
"Apartament 2 camere,decomandat,confort/finisaje lux_Militari,Metrou Pacii 5 min.","Bucuresti, Sector 6, zona Păcii (Militari)",2,56, 3/11,Dec.,84.900
3 camere Colentina,"Bucuresti, zona Colentina",3,77, 5/5,Dec.,79.000
Apartament de 3 camere Titan,"Bucuresti, zona Titan",3,71, 4/10,Dec.,74.900
"Dristor, Ramnicu Valcea, Istriei","Bucuresti, Sector 3, zona Dristor",2,55,Parter/8,Dec.,82.999
Penthouse Duplex Dorobanti Capitale,"Bucuresti, zona Dorobanţi (Dorobanti)",3,120, 3/3,Dec.,390.000
"DRUMUL TABEREI-METROU ROMANCIERILOR,PARC ,3CAM,ET 1,VERDEATA 63000 EURO","Bucuresti, Sector 6, zona Drumul Taberei",3,55, 1/8,Dec.,63.000
Locuinta cu 2 camere in Ansamblul ComoPark situat pe Sos. Virtutii !,"Bucuresti, zona Crângasi (Crangasi)",2,58, 3/11,Dec.,79.000
Dezvoltator Comision 0%-Pacii Militari-Ap. 2 Cam. decomandat-10 minute Metrou,"Bucuresti, Sector 6, zona Militari",2,49.57,Parter/4,Dec.,73.000
Apart 2 camere 65mp Ghencea Cooperativei Mobilat/utilat,"Bucuresti, Sector 5, zona Ghencea",2,65, 1/2,Dec.,81.900
Apartamente si garsoniere zona Aviatiei- Pipera - Porsche - Ansamblu Rezidential,"Bucuresti, zona Aviaţiei (Aviatiei)",2,59, 2/7,Dec.,101.000
Apartament cu 4 camere de vanzare in zona P-ta Alba Iulia,"Bucuresti, zona P-ţa Alba Iulia (Unirii)",4,113, 7/7,Dec.,290.000
Piata Alba Iulia-Burebista-centrala proprie-boxa/bloc nou,"Bucuresti, zona Alba Iulia (Unirii)",o,37, 2/4,Dec.,75.500
Garsoniera de vanzare 1 Mai Piata Domenii Constructie 2000,"Bucuresti, zona 1 Mai",o,44, 1/3,Dec.,87.000
Comision 0% garsoniera in bloc nou - 6 min de metrou,"Bucuresti, zona Grozăvesti (Militari)",o,35.49, 1/6,Dec.,93.500
"BRANCOVEANU ,","Bucuresti, zona Berceni",2,40, 2/10,Semidec.,45.700
"Super Apartament de vanzare cu teresa mare, zona Floreasca","Bucuresti, zona Floreasca",3,110, 3/4, 3/4,695.000
Apartament 3 camere Herastrau LUX,"Bucuresti, zona Herăstrău (Herastrau)",3,59.49, 4/7,Dec.,165.000
"Piata Romana - Statuia Lahovari 
Apartament renovat 
Bloc constructie 1983","Bucuresti, Sector 1, zona Romană (Ultracentral)",3,76, 4/8,Dec.,230.000
Apartament in vila cu pod in folosinta exclusiva,"Bucuresti, zona Parcul Carol",2,52, 1/1,Semidec.,107.500
"FIANLIZAT - 4 camere Theodor Pallady - Metrou Teclu,","Bucuresti, zona Theodor Pallady (Titan)",4,161.73, 7/7,Dec.,158.000
13 SEPTEMBRIE MARRIOTT URANUS LA 10 MINUTE UIRII,"Bucuresti, Sector 5, zona 13 Septembrie",3,80, 2,Semidec.,145.000
"Apartament 2 camere,zona Brancoveanu, pret avantajos","Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",2,38, 3/4,Dec.,51.000
Apartament bloc nou,"Bucuresti, Sector 4, zona Giurgiului",2,50, 1/3,Dec.,75.000
"Dristor, Ramnicu Valcea, Racari","Bucuresti, Sector 3, zona Dristor",2,54, 5/8,Dec.,75.000
"2 camere, Polona-Dinamo, renovat, mobilat, utilat, imobil 1984","Bucuresti, Sector 1, zona Polonă (Dacia)",2,48, 9/10,Semidec.,103.000
Sos Berceni   3 camere stradal,"Bucuresti, Sector 4, zona Berceni",3,64, 7/8,Semidec.,71.500
Apartament de 2 camere spre vanzare in Militari/ Pacii,"Bucuresti, Sector 6, zona Păcii (Militari)",2,48, 4/4,Dec.,72.000
Apartament de Vanzare 3 Camere Aviatiei,"Bucuresti, zona Aviaţiei (Aviatiei)",3,65, 2/4,Dec.,165.000
"Aproape de parc. Aproape de metrou . Model hol ""H""","Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",3,73, 7/8,Dec.,113.000
Apartament 2 camere 21th Residence,"Bucuresti, zona Lujerului (Militari)",2,51, 10/11,Dec.,142.000
ap.2 camere - decomandat - 2022 - Aleea Botorani,"Bucuresti, Sector 5, zona Drumul Sării (13 Septembrie)",2,54.3, 3/4,Dec.,119.900
Apartament 3 Camere Arcul de TRIUMF Investitie sau Locuinta Bloc 2002,"Bucuresti, zona Arcul de Triumf (Kiseleff)",3,81, 2/7,Semidec.,269.900
Dristor 1 minut metrou,"Bucuresti, Sector 3, zona Dristor",3,71, 7/10,Semidec.,85.000
VANZARE APARTAMENT 3 CAMERE,"Bucuresti, Sector 2, zona Mosilor (Mosilor)",3,69, 1/10,Dec.,114.000
Apartament 2 camere Pipera,"Bucuresti, zona Pipera",2,53.73, 1/5,Dec.,108.500
VANZARE  APARTAMENT 3 CAMERE STIRBEI VODA,"Bucuresti, Sector 5, zona Ştirbei Vodă (Ultracentral)",3,70, 1/8,Semidec.,198.000
APARTAMENTE CU RATE LA DEZVOLTATOR PE 30 DE ANI !,"Bragadiru, zona Sud-Vest",2,65,Parter,Dec.,65.000
Cartierul Verde 3 camere /65mp/ mobilat,"Bragadiru, zona Sud-Vest",3,65, 3/4,Dec.,64.000
Oportunitate INVESTITIE- apartament ingrijit- blv Timisoara -langa metrou,"Bucuresti, zona Drumul Taberei",2,42, 4/10,Semidec.,58.400
Apartament 2 camere Cartierul Latin-Complex Rezidential,"Bragadiru, zona Central",2,52, 1/4, 1/4,55.000
